Packname,category,Subcategory,Packprice,Pic1,Pic2,Pic3,Detail
Bay cùng Vietravel Airlines | Đà Nẵng - Bà Nà - Cầu Vàng - Sơn Trà - Biển Mỹ Khê - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),9, NDSGN303-056-220522VU-D-7,"5,990,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3581-045-240522VU-V,"5,990,000",,,,
Nha Trang (khách sạn 4*) - Đà Lạt ( Tour Tiết Kiệm),6, NDSGN523-010-250522XE-V,"4,590,000",tfd_220106051849_859388.jpg,tfd_220106051926_261223.jpg,tfd_220106051941_304081.jpg, 
Nha Trang - Làng Chài Xưa Mũi Né - Biển Nhũ Tiên - Vinwonders (Xe. Khách Sạn 4*. Tour Giá Sốc),9, NDSGN612-023-260522XE-D-F,"3,990,000",tfd_220125105408_716703.jpg,tfd_220125105607_989289.jpg,tfd_220125105648_129608.jpg,"Nha Trang với khí hậu ôn hòa, biển xanh trong quanh năm cùng những điểm vui chơi bậc nhất và không ngừng đổi mới hằng ngày luôn thu hút du khách gần xa. Đến với Nha Trang, du khách không chỉ tận hưởng những đợt gió biển trong nắng ấm mà còn có dịp thưởng thức hải sản tươi ngon cùng sự chào đón nồng hậu từ những người dân vùng biển nghĩa tình, cho Quý khách trải nghiệm khó quên tại vùng đất này."
Quy Nhơn - Phú Yên - Eo Gió - Kỳ Co - Hòn Khô (Tour Tiết Kiệm),8, NDSGN592-012-260522VU-V,"5,690,000",,,,
Phan Thiết - Mũi Né - Bàu Trắng (Khách sạn tương đương 4*) - Tour Giá Sốc,9, NDSGN557-019-270522XE-V-F,"3,190,000",,,,
Quy Nhơn - Eo Gió - Kỳ Co (Tour Tiết Kiệm),9, NDSGN584-016-270522VU-V,"4,790,000",tfd_211105010254_051825.jpg,tfd_211231021704_435651.jpg,tfd_220225094917_575057.jpg,"Khám phá biển xanh miền duyên hải Quy Nhơn với các điểm nổi bật: Khu du lịch Hầm Hô: Lâm viên hoang dã với dòng suối mát yên bình và nên thơ, đoàn khám phá cảnh non nước hữu tình… Đảo Kỳ Co - với màu nước trong xanh, bãi cát dài trắng mịn và những cơn sóng biển êm ái Eo Gió: Nơi vẫn còn giữ được cho mình vẻ đẹp tự nhiên đầy hoang sơ. Đứng từ trên cao nhìn xuống, Eo Gió như một bức tranh sơn thủy hữu tình với trời, mây, nước… biển núi ôm nhau vừa gợi cảm, vừa hoang sơ đầy quyến rũ."
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3381-060-160522VU-V-7,"8,990,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-050-200522VU-D-7,"9,990,000",tfd_220207045504_741226-007.jpg,tfd_220207045701_850172-007.jpg,tfd_220207045817_672509-007.jpg,"Điểm nhấn: - Phố cổ Hội An với lung linh sắc màu của đèn lồng và những hoạt động dân gian đặc sắc - Đại Nội Huế rộng lớn nơi hoàng cung xưa của các vua chúa Triều Nguyễn - Chùa Thiên Mụ - Biểu tượng xứ Huế mộng mơ. - Động Thiên Đường – Một trong những hang động kỳ vĩ nhất được Hiệp hội hang động Hoàng gia Anh đánh giá là hang động khô dài nhất Châu Á, thuộc quần thể Di sản thiên nhiên Thế Giới. - Động Phong Nha - Thuộc quần thể Di sản với hệ thống sông ngầm dài nhất Thế Giới"
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3581-045-240522VU-V,"5,990,000",tfd_220222104816_347316-013.jpg,tfd_220222104946_086030-013.jpg,tfd_220222120743_368989-002.jpg, 
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),5, NDSGN3381-008-280522VU-V,"6,790,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-008-280522VU-V-1,"6,790,000",tfd_220111040613_472003-004.jpg,tfd_220111040803_360987-004.jpg,tfd_220111040926_248489-004.jpg,#NAME?
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),3, NDSGN3398-017-290522VU-D,"6,990,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3381-053-310522VU-V,"6,790,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-053-310522VU-V-1,"6,790,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-009-010622VU-D,"7,190,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3381-009-030622VU-V,"6,790,000",tfd_220222104816_347316-014.jpg,tfd_220222104946_086030-014.jpg,tfd_220222105119_645152-011.jpg, 
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-009-030622VU-V-1,"6,790,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-018-050622VU-D,"6,990,000",tfd_220207045504_741226-008.jpg,tfd_220207045701_850172-008.jpg,tfd_220207045817_672509-008.jpg,"Điểm nhấn: - Phố cổ Hội An với lung linh sắc màu của đèn lồng và những hoạt động dân gian đặc sắc - Đại Nội Huế rộng lớn nơi hoàng cung xưa của các vua chúa Triều Nguyễn - Chùa Thiên Mụ - Biểu tượng xứ Huế mộng mơ. - Động Thiên Đường – Một trong những hang động kỳ vĩ nhất được Hiệp hội hang động Hoàng gia Anh đánh giá là hang động khô dài nhất Châu Á, thuộc quần thể Di sản thiên nhiên Thế Giới. - Động Phong Nha - Thuộc quần thể Di sản với hệ thống sông ngầm dài nhất Thế Giới"
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-031-070622VU-V-1,"6,390,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),2, NDSGN3381-031-070622VU-V,"6,390,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-010-080622VU-D,"7,190,000",tfd_220207045504_741226-009.jpg,tfd_220207045701_850172-009.jpg,tfd_220207045817_672509-009.jpg,"Điểm nhấn: - Phố cổ Hội An với lung linh sắc màu của đèn lồng và những hoạt động dân gian đặc sắc - Đại Nội Huế rộng lớn nơi hoàng cung xưa của các vua chúa Triều Nguyễn - Chùa Thiên Mụ - Biểu tượng xứ Huế mộng mơ. - Động Thiên Đường – Một trong những hang động kỳ vĩ nhất được Hiệp hội hang động Hoàng gia Anh đánh giá là hang động khô dài nhất Châu Á, thuộc quần thể Di sản thiên nhiên Thế Giới. - Động Phong Nha - Thuộc quần thể Di sản với hệ thống sông ngầm dài nhất Thế Giới"
Long Xuyên - Hà Tiên - Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - 4 Sao,8, NDAGN1063-007-140522TAU-D,"4,190,000",,,,
Long Xuyên - Hà Tiên - Phú Quốc – Dinh Cậu – Thiền Viện Trúc Lâm Hộ Quốc - Hòn Thơm Nature Park - Công Viên Nước Aquatopia* Resort 3 Sao*,8, NDAGN1064-005-200522PHA-D,"4,490,000",tfd_220215115607_734710.jpg,tfd_220215114450_674811.jpg,tfd_220215114620_931115.jpg, 
Long Xuyên - Hà Tiên - Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - 4 Sao,8, NDAGN1063-008-280522TAU-D,"4,190,000",,,,
Bay cùng Vietravel Airlines| Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao (Khách Sạn 3 Sao) - Ngày hội Du lịch Tp.HCM,, NDSGN876-082-160522VU-H,"3,290,000",,,,
Bay cùng Vietravel Airlines| Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao (Khách Sạn 3 Sao),2, NDSGN876-058-180522VU-H,"4,090,000",tfd_211103041523_864286.jpg,tfd_211103041623_634955.jpg,tfd_211103041651_833323.jpg,"Phú Quốc là điểm nghỉ dưỡng, tham quan, và khám phá sinh thái tuyệt vời. Đến với Sunset Sanato Beach Club hòa cùng những bản nhạc sôi động, những góc ảnh check-in cực chất và thưởng ngoạn phong cảnh tuyệt đẹp hòa cùng ánh hoàng hôn rực rỡ đang dần dần buông xuống mặt biển bao la. Hay tự do tham quan khám phá Khu vui chơi giải trí VinWonders, hoặc khu Grand World như: công trình tre, công viên nghệ thuật đương đại thuộc Open Park…; tản bộ bên dòng “kênh đào Venice” và nhìn ngắm những chiếc thuyền Gondola, khu phố shophouse lộng lẫy sắc màu, cổng lâu đài tráng lệ, ba cây cầu vòm bán nguyệt..."
Phú Quốc - Hòn Thơm Nature Park - Cáp Treo Vượt Biển - Công Viên Nước Aquatopia - Nghỉ dưỡng khách sạn 5 sao Best Western,1, NDSGN855-057-190522VU-D,"5,990,000",,,,
Thỏa Thích vui chơi tại Vinwonder & Safari World - Nghỉ dưỡng VinHoliday Phú Quốc,4, NDSGN801-087-200522VJ-V,"6,590,000",,,,
Bay cùng Vietravel Airlines | Phú Quốc - Vinpearl Oasis Resort - Thỏa Thích Vui Chơi Tại Vinwonders & Safari,6, NDSGN809-023-200522VU-D,"7,990,000",,,,
Bay cùng Vietravel Airlines | Thỏa Thích vui chơi tại Vinwonder & Safari World - Nghỉ dưỡng resort 5 sao Radisson Blu Phú Quốc,6, NDSGN802-031-210522VU-D,"6,990,000",,,,
Bay cùng Vietravel Airlines | Phú Quốc - Vinpearl Oasis Resort - Thỏa Thích Vui Chơi Tại Vinwonders & Safari,6, NDSGN809-036-220522VU-D-7,"7,990,000",,,,
Bay cùng Vietravel Airlines | Thỏa Thích vui chơi tại Vinwonder & Safari World - Nghỉ dưỡng VinHoliday Phú Quốc,6, NDSGN801-075-250522VU-V,"5,990,000",,,,
Thỏa Thích vui chơi tại Vinwonder & Safari World - Nghỉ dưỡng VinHoliday Phú Quốc,6, NDSGN801-088-270522VJ-V,"6,590,000",tfd_211112025606_018157.jpg,tfd_211112025021_759448.jpg,tfd_211112025447_946530.jpg,"Khám phá một số hạng mục nổi bật tại khu Grand World như: công trình tre, công viên nghệ thuật đương đại thuộc Open Park…; tản bộ bên dòng “kênh đào Venice” và nhìn ngắm những chiếc thuyền Gondola, khu phố shophouse lộng lẫy sắc màu, cổng lâu đài tráng lệ, ba cây cầu vòm bán nguyệt...;"
Phú Quốc: Thỏa Thích vui chơi tại Vinwonder & Safari World - Nghỉ dưỡng VinHolidays Phú Quốc,6, NDNHA7817-008-200522VJ-V,"5,790,000",tfd_220310112832_471824.PNG.png,tfd_220223042850_998795.jpg,tfd_220310112855_411598.jpg,"Khám phá một số hạng mục nổi bật tại khu Grand World như: công trình tre, công viên nghệ thuật đương đại thuộc Open Park…; tản bộ bên dòng “kênh đào Venice” và nhìn ngắm những chiếc thuyền Gondola, khu phố shophouse lộng lẫy sắc màu, cổng lâu đài tráng lệ, ba cây cầu vòm bán nguyệt...;"
Đà Nẵng - Phú Quốc Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao,4, NDDNG4901-009-240522VN-D,"5,290,000",,,,
Đà Nẵng - Phú Quốc Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao,2, NDDNG4901-008-270522VN-V,"4,490,000",,,,
Long Xuyên - Hà Tiên - Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - 4 Sao,8, NDAGN1063-007-140522TAU-D,"4,190,000",,,,
Long Xuyên - Hà Tiên - Phú Quốc – Dinh Cậu – Thiền Viện Trúc Lâm Hộ Quốc - Hòn Thơm Nature Park - Công Viên Nước Aquatopia* Resort 3 Sao*,8, NDAGN1064-005-200522PHA-D,"4,490,000",tfd_220215115607_734710-001.jpg,tfd_220215114450_674811-001.jpg,tfd_220215114620_931115-001.jpg, 
Long Xuyên - Hà Tiên - Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - 4 Sao,8, NDAGN1063-008-280522TAU-D,"4,190,000",tfd_201228114419_708825.jpg,tfd_201005091826_629235.jpg,tfd_201228114439_451173.jpg, 
Bay cùng Vietravel Airlines| Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao (Khách Sạn 3 Sao) - Ngày hội Du lịch Tp.HCM,, NDSGN876-082-160522VU-H,"3,290,000",,,,
Bay cùng Vietravel Airlines| Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao (Khách Sạn 3 Sao),2, NDSGN876-058-180522VU-H,"4,090,000",tfd_211103041523_864286-001.jpg,tfd_211103041623_634955-001.jpg,tfd_211103041651_833323-001.jpg,"Phú Quốc là điểm nghỉ dưỡng, tham quan, và khám phá sinh thái tuyệt vời. Đến với Sunset Sanato Beach Club hòa cùng những bản nhạc sôi động, những góc ảnh check-in cực chất và thưởng ngoạn phong cảnh tuyệt đẹp hòa cùng ánh hoàng hôn rực rỡ đang dần dần buông xuống mặt biển bao la. Hay tự do tham quan khám phá Khu vui chơi giải trí VinWonders, hoặc khu Grand World như: công trình tre, công viên nghệ thuật đương đại thuộc Open Park…; tản bộ bên dòng “kênh đào Venice” và nhìn ngắm những chiếc thuyền Gondola, khu phố shophouse lộng lẫy sắc màu, cổng lâu đài tráng lệ, ba cây cầu vòm bán nguyệt..."
Phú Quốc - Hòn Thơm Nature Park - Cáp Treo Vượt Biển - Công Viên Nước Aquatopia - Nghỉ dưỡng khách sạn 5 sao Best Western,1, NDSGN855-057-190522VU-D,"5,990,000",,,,
Thỏa Thích vui chơi tại Vinwonder & Safari World - Nghỉ dưỡng VinHoliday Phú Quốc,4, NDSGN801-087-200522VJ-V,"6,590,000",,,,
Bay cùng Vietravel Airlines | Phú Quốc - Vinpearl Oasis Resort - Thỏa Thích Vui Chơi Tại Vinwonders & Safari,6, NDSGN809-023-200522VU-D,"7,990,000",tfd_220331115738_557641.jpg,tfd_220331115821_555831.jpg,tfd_220331115914_814525.jpg, 
Bay cùng Vietravel Airlines | Thỏa Thích vui chơi tại Vinwonder & Safari World - Nghỉ dưỡng resort 5 sao Radisson Blu Phú Quốc,6, NDSGN802-031-210522VU-D,"6,990,000",,,,
Bay cùng Vietravel Airlines | Phú Quốc - Vinpearl Oasis Resort - Thỏa Thích Vui Chơi Tại Vinwonders & Safari,6, NDSGN809-036-220522VU-D-7,"7,990,000",tfd_220331115738_557641-001.jpg,tfd_220331115821_555831-001.jpg,tfd_220331115914_814525-001.jpg, 
Bay cùng Vietravel Airlines | Thỏa Thích vui chơi tại Vinwonder & Safari World - Nghỉ dưỡng VinHoliday Phú Quốc,6, NDSGN801-075-250522VU-V,"5,990,000",,,,
Thỏa Thích vui chơi tại Vinwonder & Safari World - Nghỉ dưỡng VinHoliday Phú Quốc,6, NDSGN801-088-270522VJ-V,"6,590,000",tfd_211112025606_018157-001.jpg,tfd_211112025021_759448-001.jpg,tfd_211112025447_946530-001.jpg,"Khám phá một số hạng mục nổi bật tại khu Grand World như: công trình tre, công viên nghệ thuật đương đại thuộc Open Park…; tản bộ bên dòng “kênh đào Venice” và nhìn ngắm những chiếc thuyền Gondola, khu phố shophouse lộng lẫy sắc màu, cổng lâu đài tráng lệ, ba cây cầu vòm bán nguyệt...;"
Phú Quốc: Thỏa Thích vui chơi tại Vinwonder & Safari World - Nghỉ dưỡng VinHolidays Phú Quốc,6, NDNHA7817-008-200522VJ-V,"5,790,000",,,,
Đà Nẵng - Phú Quốc Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao,4, NDDNG4901-009-240522VN-D,"5,290,000",,,,
Đà Nẵng - Phú Quốc Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao,2, NDDNG4901-008-270522VN-V,"4,490,000",tfd_220304032307_741624.jpg,tfd_220107100549_990476.jpg,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),2,9,"9,990,000",tfd_220207045504_741226.jpg,tfd_220207045701_850172.jpg,tfd_220207045817_672509.jpg,"Điểm nhấn: - Phố cổ Hội An với lung linh sắc màu của đèn lồng và những hoạt động dân gian đặc sắc - Đại Nội Huế rộng lớn nơi hoàng cung xưa của các vua chúa Triều Nguyễn - Chùa Thiên Mụ - Biểu tượng xứ Huế mộng mơ. - Động Thiên Đường – Một trong những hang động kỳ vĩ nhất được Hiệp hội hang động Hoàng gia Anh đánh giá là hang động khô dài nhất Châu Á, thuộc quần thể Di sản thiên nhiên Thế Giới. - Động Phong Nha - Thuộc quần thể Di sản với hệ thống sông ngầm dài nhất Thế Giới"
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),2, NDSGN3398-009-010622VU-D,"7,190,000",tfd_220207045504_741226-001.jpg,tfd_220207045701_850172-001.jpg,tfd_220207045817_672509-001.jpg,"Điểm nhấn: - Phố cổ Hội An với lung linh sắc màu của đèn lồng và những hoạt động dân gian đặc sắc - Đại Nội Huế rộng lớn nơi hoàng cung xưa của các vua chúa Triều Nguyễn - Chùa Thiên Mụ - Biểu tượng xứ Huế mộng mơ. - Động Thiên Đường – Một trong những hang động kỳ vĩ nhất được Hiệp hội hang động Hoàng gia Anh đánh giá là hang động khô dài nhất Châu Á, thuộc quần thể Di sản thiên nhiên Thế Giới. - Động Phong Nha - Thuộc quần thể Di sản với hệ thống sông ngầm dài nhất Thế Giới"
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),2, NDSGN3398-018-050622VU-D,"6,990,000",tfd_220207045504_741226-002.jpg,tfd_220207045701_850172-002.jpg,tfd_220207045817_672509-002.jpg,"Điểm nhấn: - Phố cổ Hội An với lung linh sắc màu của đèn lồng và những hoạt động dân gian đặc sắc - Đại Nội Huế rộng lớn nơi hoàng cung xưa của các vua chúa Triều Nguyễn - Chùa Thiên Mụ - Biểu tượng xứ Huế mộng mơ. - Động Thiên Đường – Một trong những hang động kỳ vĩ nhất được Hiệp hội hang động Hoàng gia Anh đánh giá là hang động khô dài nhất Châu Á, thuộc quần thể Di sản thiên nhiên Thế Giới. - Động Phong Nha - Thuộc quần thể Di sản với hệ thống sông ngầm dài nhất Thế Giới"
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),2, NDSGN3398-050-200522VU-D-7,"9,990,000",tfd_220207045504_741226-003.jpg,tfd_220207045701_850172-003.jpg,tfd_220207045817_672509-003.jpg,"Điểm nhấn: - Phố cổ Hội An với lung linh sắc màu của đèn lồng và những hoạt động dân gian đặc sắc - Đại Nội Huế rộng lớn nơi hoàng cung xưa của các vua chúa Triều Nguyễn - Chùa Thiên Mụ - Biểu tượng xứ Huế mộng mơ. - Động Thiên Đường – Một trong những hang động kỳ vĩ nhất được Hiệp hội hang động Hoàng gia Anh đánh giá là hang động khô dài nhất Châu Á, thuộc quần thể Di sản thiên nhiên Thế Giới. - Động Phong Nha - Thuộc quần thể Di sản với hệ thống sông ngầm dài nhất Thế Giới"
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),2, NDSGN3398-009-010622VU-D,"7,190,000",tfd_220207045504_741226-004.jpg,tfd_220207045701_850172-004.jpg,tfd_220207045817_672509-004.jpg,"Điểm nhấn: - Phố cổ Hội An với lung linh sắc màu của đèn lồng và những hoạt động dân gian đặc sắc - Đại Nội Huế rộng lớn nơi hoàng cung xưa của các vua chúa Triều Nguyễn - Chùa Thiên Mụ - Biểu tượng xứ Huế mộng mơ. - Động Thiên Đường – Một trong những hang động kỳ vĩ nhất được Hiệp hội hang động Hoàng gia Anh đánh giá là hang động khô dài nhất Châu Á, thuộc quần thể Di sản thiên nhiên Thế Giới. - Động Phong Nha - Thuộc quần thể Di sản với hệ thống sông ngầm dài nhất Thế Giới"
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),2, NDSGN3398-017-290522VU-D,"6,990,000",tfd_220207045504_741226-005.jpg,tfd_220207045701_850172-005.jpg,tfd_220207045817_672509-005.jpg,"Điểm nhấn: - Phố cổ Hội An với lung linh sắc màu của đèn lồng và những hoạt động dân gian đặc sắc - Đại Nội Huế rộng lớn nơi hoàng cung xưa của các vua chúa Triều Nguyễn - Chùa Thiên Mụ - Biểu tượng xứ Huế mộng mơ. - Động Thiên Đường – Một trong những hang động kỳ vĩ nhất được Hiệp hội hang động Hoàng gia Anh đánh giá là hang động khô dài nhất Châu Á, thuộc quần thể Di sản thiên nhiên Thế Giới. - Động Phong Nha - Thuộc quần thể Di sản với hệ thống sông ngầm dài nhất Thế Giới"
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),2, NDSGN3398-018-050622VU-D,"6,990,000",tfd_220207045504_741226-006.jpg,tfd_220207045701_850172-006.jpg,tfd_220207045817_672509-006.jpg,"Điểm nhấn: - Phố cổ Hội An với lung linh sắc màu của đèn lồng và những hoạt động dân gian đặc sắc - Đại Nội Huế rộng lớn nơi hoàng cung xưa của các vua chúa Triều Nguyễn - Chùa Thiên Mụ - Biểu tượng xứ Huế mộng mơ. - Động Thiên Đường – Một trong những hang động kỳ vĩ nhất được Hiệp hội hang động Hoàng gia Anh đánh giá là hang động khô dài nhất Châu Á, thuộc quần thể Di sản thiên nhiên Thế Giới. - Động Phong Nha - Thuộc quần thể Di sản với hệ thống sông ngầm dài nhất Thế Giới"
Phan Thiết - Mũi Né - Bàu Trắng (Khách sạn tương đương 4*) - Tour Giá Sốc,2, NDSGN557-018-200522XE-V-F,"3,190,000",tfd_211230033655_839556.jpg,tfd_211105120528_495437.jpg,tfd_211105120653_191269.jpg,"Mũi Né, Phan Thiết nổi tiếng với những bãi cát trắng trải dài trên mặt biển xanh biếc và những hàng dừa cao vút, đặc biệt tới đây bạn sẽ được thưởng thức những món ăn ngon và nổi tiếng của người vùng đất ven biển vô cùng xinh đẹp này. Nơi đây còn nổi tiếng là khu nghỉ dưỡng bởi hệ thống khách sạn và resort ven biển, là nơi nghỉ ngơi cuối tuần cho cả gia đình đầy thú vị với một số thắng cảnh như Bàu Sen – Bàu Trắng, Suối Hồng, Đồi Cát Bay, hay muốn tìm hiểu về lịch sử có thể tìm về trường Dục Thanh, thành phố Phan Thiết… Hãy đồng hành cùng Vietravel khám phá hành trình thú vị này bạn nhé."
Phan Thiết - Mũi Né - Bàu Trắng (Khách sạn tương đương 4*) - Tour Giá Sốc,2, NDSGN557-018-200522XE-V-F,"3,190,000",tfd_211230033655_839556.jpg,tfd_211105120528_495437.jpg,tfd_211105120653_191269.jpg,"Mũi Né, Phan Thiết nổi tiếng với những bãi cát trắng trải dài trên mặt biển xanh biếc và những hàng dừa cao vút, đặc biệt tới đây bạn sẽ được thưởng thức những món ăn ngon và nổi tiếng của người vùng đất ven biển vô cùng xinh đẹp này. Nơi đây còn nổi tiếng là khu nghỉ dưỡng bởi hệ thống khách sạn và resort ven biển, là nơi nghỉ ngơi cuối tuần cho cả gia đình đầy thú vị với một số thắng cảnh như Bàu Sen – Bàu Trắng, Suối Hồng, Đồi Cát Bay, hay muốn tìm hiểu về lịch sử có thể tìm về trường Dục Thanh, thành phố Phan Thiết… Hãy đồng hành cùng Vietravel khám phá hành trình thú vị này bạn nhé."
Nha Trang - Làng Chài Xưa Mũi Né - Biển Nhũ Tiên - Vinwonders (Xe. Khách Sạn 4*. Tour Giá Sốc),2, NDSGN612-023-260522XE-D-F,"3,990,000",tfd_220125105408_716703.jpg,tfd_220125105607_989289.jpg,tfd_220125105648_129608.jpg,"Nha Trang với khí hậu ôn hòa, biển xanh trong quanh năm cùng những điểm vui chơi bậc nhất và không ngừng đổi mới hằng ngày luôn thu hút du khách gần xa. Đến với Nha Trang, du khách không chỉ tận hưởng những đợt gió biển trong nắng ấm mà còn có dịp thưởng thức hải sản tươi ngon cùng sự chào đón nồng hậu từ những người dân vùng biển nghĩa tình, cho Quý khách trải nghiệm khó quên tại vùng đất này."
