"Packname","Category","Subcategory","Packprice","Pic1","Pic2","Pic3","Detail"
"Miền Tây - Mỹ Tho - Thới Sơn - Bến Tre - Ngày hội Du lịch Tp.HCM",""," NDSGN867-040-280822XE-V-F","449,000","tfd_220105034957_178798-007.jpg","dc_220105_DU%20NGOAN%20SONG%20TIEN-007.jpg","dc_220105_TRAI%20NGHIEM%20KST%20VIET%20NHAT-007.jpg","Ngày 1 - TP. HCM - MỸ THO - CỒN THỚI SƠN - BẾN TRE - “SỞ THÚ THU NHỎ CỦA TIỀN GIANG” (Ăn trưa) Quý khách tập trung tại Vietravel (190 Pasteur, P.Võ Thị Sáu, Q.3, TP.HCM), đoàn khởi hành đến Tiền Giang, di chuyển đến bến tàu du lịch Mỹ Tho bắt đầu hành trình du ngoạn trên sông Mekong: - Chiêm ngưỡng Cầu Rạch Miễu: cầu dây văng đầu tiên do kỹ sư Việt Nam thiết kế và xây dựng, nghe giới thiệu các cù lao Long - Lân - Quy - Phụng. -  Ngắm nhìn cảng cá Mỹ Tho, làng nuôi cá bè dọc sông Tiền, thưởng thức nước dừa tươi trên tàu. - Đến cù lao Thới Sơn, tản bộ trên đường làng, tham quan vườn cây ăn trái, thưởng thức các loại trái cây theo mùa và nghe đờn ca tài tử Nam Bộ. - Đi xuồng chèo len lỏi trong rạch nhỏ ngắm nhìn phong cảnh bình dị vùng sông nước, đến tham quan trại nuôi ong mật, thưởng thức trà mật ong, rượu chuối hột… - Tiếp tục, xuôi dòng sông Tiền đến Tân Thạch (Bến Tre) tham quan lò kẹo dừa đặc sản Bến Tre, làng nghề thủ công mỹ nghệ truyền thống. Dùng đò máy khám phá con Rạch (Tân Thạch) tìm hiểu cuộc sống thường nhật của người dân miền quê.  - Sau khi ăn trưa, đoàn nằm võng nghỉ ngơi, tham quan trại nuôi sấu, nhím, ếch… và đi xe đạp quan vườn cây trái, vườn dừa… Ngoài ra, Quý khách có thể tham gia các trò chơi dân gian như: đi dây, đu dây, chạy xe đạp mạo hiểm qua ván, đua xuồng chèo trên hồ, nhảy xa.  Về lại bến tàu, đoàn khởi hành tham quan:  - Trại Rắn Đồng Tâm được ví như “Sở thú thu nhỏ của Tiền Giang”: với diện tích phủ xanh hơn 30 ha, nơi đây không chỉ là viện bảo tàng rắn lớn nhất Việt Nam, du khách còn có thể khám phá không gian sinh sống của nhiều loài thú khác như kangaroo, rồng đất, vượn má vàng, chồn hương, đà điểu, gấu chó, hổ… và những chú trăn khổng lồ.  Quý khách khởi hành về TP.HCM, xe đưa đoàn về điểm đón ban đầu, kết thúc chương trình du lịch.  Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
"Miền Tây - Mỹ Tho - Thới Sơn - Bến Tre","9"," NDSGN867-030-110922XE-V-F","599,000","tfd_220105034957_178798-006.jpg","dc_220105_DU%20NGOAN%20SONG%20TIEN-006.jpg","dc_220105_TRAI%20NGHIEM%20KST%20VIET%20NHAT-006.jpg","Ngày 1 - TP. HCM - MỸ THO - CỒN THỚI SƠN - BẾN TRE - “SỞ THÚ THU NHỎ CỦA TIỀN GIANG” (Ăn trưa) Quý khách tập trung tại Vietravel (190 Pasteur, P.Võ Thị Sáu, Q.3, TP.HCM), đoàn khởi hành đến Tiền Giang, di chuyển đến bến tàu du lịch Mỹ Tho bắt đầu hành trình du ngoạn trên sông Mekong: - Chiêm ngưỡng Cầu Rạch Miễu: cầu dây văng đầu tiên do kỹ sư Việt Nam thiết kế và xây dựng, nghe giới thiệu các cù lao Long - Lân - Quy - Phụng. -  Ngắm nhìn cảng cá Mỹ Tho, làng nuôi cá bè dọc sông Tiền, thưởng thức nước dừa tươi trên tàu. - Đến cù lao Thới Sơn, tản bộ trên đường làng, tham quan vườn cây ăn trái, thưởng thức các loại trái cây theo mùa và nghe đờn ca tài tử Nam Bộ. - Đi xuồng chèo len lỏi trong rạch nhỏ ngắm nhìn phong cảnh bình dị vùng sông nước, đến tham quan trại nuôi ong mật, thưởng thức trà mật ong, rượu chuối hột… - Tiếp tục, xuôi dòng sông Tiền đến Tân Thạch (Bến Tre) tham quan lò kẹo dừa đặc sản Bến Tre, làng nghề thủ công mỹ nghệ truyền thống. Dùng đò máy khám phá con Rạch (Tân Thạch) tìm hiểu cuộc sống thường nhật của người dân miền quê.  - Sau khi ăn trưa, đoàn nằm võng nghỉ ngơi, tham quan trại nuôi sấu, nhím, ếch… và đi xe đạp quan vườn cây trái, vườn dừa… Ngoài ra, Quý khách có thể tham gia các trò chơi dân gian như: đi dây, đu dây, chạy xe đạp mạo hiểm qua ván, đua xuồng chèo trên hồ, nhảy xa.  Về lại bến tàu, đoàn khởi hành tham quan:  - Trại Rắn Đồng Tâm được ví như “Sở thú thu nhỏ của Tiền Giang”: với diện tích phủ xanh hơn 30 ha, nơi đây không chỉ là viện bảo tàng rắn lớn nhất Việt Nam, du khách còn có thể khám phá không gian sinh sống của nhiều loài thú khác như kangaroo, rồng đất, vượn má vàng, chồn hương, đà điểu, gấu chó, hổ… và những chú trăn khổng lồ.  Quý khách khởi hành về TP.HCM, xe đưa đoàn về điểm đón ban đầu, kết thúc chương trình du lịch.  Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
"Miền Tây - Mỹ Tho - Thới Sơn - Bến Tre","9"," NDSGN867-031-250922XE-V-F","599,000","","","",""
"Miền Tây - Mỹ Tho - Bến Tre - Cần Thơ (Khách sạn 4 sao)","9"," NDSGN831-039-140522XE-D","1,790,000","","","",""
"Miền Tây - Châu Đốc - Rừng Tràm Trà Sư - Hà Tiên - Rạch Giá - Cần Thơ (Khách sạn 2*& 3*)","6"," NDSGN847-027-210522XE-V","3,590,000","tfd_201204110800_523141.jpg","tfd_220105044846_310604.jpg","tfd_220105044735_228319.jpg","Ngày 1 - TP.HỒ CHÍ MINH - CHÂU ĐỐC - CHÙA BÀ (Ăn sáng, trưa, tối) Quý khách tập trung tại Vietravel (190 Pasteur, Phường 6, Quận 3, Tp.Hồ Chí Minh), khởi hành đi Châu Đốc theo tuyến cao tốc Trung Lương ngắm nhìn những cánh đồng lúa và màu xanh vườn tược hai bên đường. Nhìn ngắm cầu Vàm Cống: cầu dây văng lớn thứ hai nối liền đôi bờ Sông Hậu vừa được khánh thành tháng 05.2019 trong sự háo hức của hàng vạn người dân sau bao năm chờ mong. Đến Châu Đốc, Quý khách xuống thuyền khám phá nét đẹp sông nước miền Tây thăm Làng cá bè - làng nghề nuôi cá trên sông đặc trưng vùng sông nước nổi tiếng đất An Giang.  Buổi chiều, xe đưa Quý khách tham quan Miếu Bà Chúa Xứ, Tây An Cổ Tự, Lăng Thoại Ngọc Hầu. Nghỉ đêm tại Châu Đốc. Ngày 2 - CHÂU ĐỐC - RỪNG TRÀM TRÀ SƯ - HÀ TIÊN - MŨI NAI (Ăn sáng, trưa, tối) Đoàn dùng điểm tâm và trả phòng, khởi hành đi tham quan: - Rừng Tràm Trà Sư: có tổng diện tích gần 1.500 héc-ta cùng hệ sinh thái động-thực vật đa dạng. Du khách di chuyển bằng xuồng máy hay những chiếc ghe để len lỏi giữa các lối đi nhỏ xuyên qua khu rừng tràm ngắm nhìn những mảng bèo xanh ngát trải dài (vào mùa nước nổi).  Ngoài ra, du khách có thể check-in bến tàu được thiết kế theo mô hình tổ chim trên cao ngộ nghĩnh độc đáo; “Cây Cầu Tre Vạn Bước” dài nhất Việt Nam - được cách điệu tựa “Rồng trúc bạch”  mang lại một cảm giác thích thú cho mọi người khi được khám phá trọn vẹn cảnh quan thiên nhiên nguyên sinh trù phú ở “Bảo tàng Tràm nhiệt đới”. Khởi hành đến Hà Tiên nhận phòng khách sạn nghỉ ngơi. Buổi chiều đoàn tham quan: - Lăng Mạc Cửu - nơi thờ dòng họ Mạc mà khởi đầu là ông Mạc Cửu - người đã có công khai phá mảnh đất Hà Tiên. - Chùa Phù Dung - tọa lạc dưới chân núi Bình San.  - Biển Mũi Nai, tự do thưởng thức hải sản địa phương (chi phí tự túc)  Nghỉ đêm tại Hà Tiên. Ngày 3 - HÀ TIÊN - RẠCH GIÁ - CẦN THƠ (Ăn sáng, trưa, tối) Đoàn ăn sáng, trả phòng và khởi hành viếng thăm: - Chùa Tam Bảo - được dựng vào khoảng đầu thế kỷ XVIII, chùa được triều đình nhà Nguyễn ban biển sắc phong nên còn được gọi là Sắc Tứ Tam Bảo Tự. Tại Điện Phật vẫn còn được bài trí Pho tượng đức Phật A Di Đà bằng đồng cao 1,40m, do chính ông Mạc Cửu thờ ở chùa. Khởi hành đi Rách Giá, đoàn tham quan: - Đền thờ Nguyễn Trung Trực - đây là ngôi đình thờ ông sớm nhất và lớn nhất trong chín đền thờ ở Kiên Giang.  Khởi hành đi Cần Thơ đoàn về khách sạn nhận phòng, nghỉ ngơi.  Sau khi ăn tối, Quý khách có thể tự do dạo phố đêm khám phá “Tây Đô” lung linh sắc màu: ngắm cảnh Cầu Cần Thơ về đêm; Check-in Cầu Tình Yêu - thiết kế uốn lượn hình chữ S cùng hai đài sen và hệ thống đèn led rực rỡ sắc màu; Chụp ảnh tại Chùa Ông cổ kính; Khám phá Chợ Đêm Ninh Kiều và Con Đường Bích Họa Cần Thơ Xưa Và Nay - tái hiện nét đẹp văn hóa của người dân Cần Thơ nói riêng, vùng Đồng bằng sông Cửu Long nói chung. Nghỉ đêm tại Cần Thơ. Ngày 4 - CẦN THƠ - CHỢ NỔI CÁI RĂNG - TP.HỒ CHÍ MINH (Ăn sáng, trưa) Xe đưa Quý khách tham quan Bến Ninh Kiều, xuống thuyền du ngoạn trên sông Cần Thơ, ngắm cầu Quang Trung, đến chợ nổi Cái Răng - một hình thức họp chợ đặc trưng cùa vùng Đồng Bằng Sông Cửu Long, Quý khách tự do thưởng thức và chọn mua đặc sản Miền Tây (chi phí tự túc). Tiếp đó, Quý khách tham quan: - Khu du lịch Mỹ Khánh - điểm du lịch sinh thái hấp dẫn với các trò chơi dân gian vui nhộn câu cá, chèo thuyền trên sông, đua heo….(chi phí tự túc) - Thiền Viện Phương Nam - ngôi chùa rộng nhất khu vực Đồng bằng sông Cửu Long, thăm lầu trống, lầu chuông, lễ Phật tại chánh điện. Thiền Viện được xây dựng với kiến trúc truyền thống, thanh tao, Quý khách sẽ ấn tượng với nội thất bằng gỗ lim và các loại gỗ quý được mang về từ Nam Phi, đặc biệt là bộ tượng phật được làm từ gỗ hai cây tùng quý hiếm với đường kính hơn 2m chiều ngang. Khởi hành về TP. Hồ Chí Minh, đến nơi đưa đoàn về điểm đón ban đầu, kết thúc chương trình du lịch.   Điều kiện nhận khách: - Quý khách đã hoàn thành tiêm 2 mũi vaccine ngừa Covid-19 và có thẻ xanh hoặc giấy xác nhận tiêm chủng (mũi thứ 2 đủ 14 ngày so với ngày khởi hành) hoặc Quý khách đã khỏi bệnh có giấy xác nhận trong vòng 6 tháng. - Quý khách chưa tiêm có giấy chứng nhận kết quả PCR/ test nhanh âm tính hiệu lực trong vòng 72H áp dụng cho cả người lớn/ trẻ em. Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
"Miền Tây - Châu Đốc - Rừng Tràm Trà Sư - Hà Tiên - Rạch Giá - Cần Thơ (Khách sạn 2*& 3*)","6"," NDSGN847-028-260522XE-V","3,590,000","","","",""
"Miền Tây - Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi (khách sạn tương đương 4*,5*)","9"," NDSGN846-018-260522XE-D","3,990,000","tfd_211105012652_872663.jpg","tfd_220322110745_309942.jpg","tfd_220322110721_630848.jpg","Ngày 1 - TP. HỒ CHÍ MINH - CẦN THƠ - CỒN SƠN (Ăn Sáng, trưa, tối)  Xe và hướng dẫn viên Vietravel đón Quý khách tại 190 Pasteur, Quận 3, TP.HCM khởi hành đi miền Tây theo tuyến cao tốc Trung Lương ngắm nhìn những cánh đồng lúa và màu xanh vườn tược hai bên đường.   Đến bến đò Cô Bắc (Cần Thơ), Quý khách đi đò qua sông tham quan cụm du lịch cộng đồng Cồn Sơn - ngôi làng du lịch cộng đồng độc đáo giữa lòng phố thị cùng những trải nghiệm đặc biệt:  - Tham quan mô hình nuôi cá lồng bè trên sông Hậu: nơi bảo tồn hơn 10 loài cá nước ngọt quý hiếm, du khách được giao lưu trao đổi với người dân địa phương về kỹ thuật nuôi cá lồng bè trên sông Hậu. Thưởng thức sản phẩm làm từ cá thát lát cườm. Đặc biệt, khách tham quan còn được tận mắt chiêm ngưỡng “cá cung thủ” và trải nghiệm Massage chân bằng cá có vảy.  - Quý khách cùng nhau thưởng thức bữa cơm gia đình - mỗi nhà một món ngon với ""thực đơn bay"" đặc trưng chỉ có ở Cồn Sơn.  - Trải nghiệm học cách vót đũa và đan võng: nghề truyền thống thủ công đang dần mai một nhưng vẫn còn được lưu giữ tại đây. Đặc biệt được trải nghiệm làm khuôn và thưởng thức bánh phu thê miền Tây (giải nhất bánh ngon Nam Bộ 2015).  - Rảo bước trên bờ đê, thả hồn vào không gian yên tĩnh, đoàn dừng chân tại vườn trái cây đặc sắc theo mùa: nhãn xuồng, chôm chôm, vú sữa, ổi, bưởi… (mỗi mùa mỗi trái).  - Như được trở về với tuổi thơ từ trải nghiệm làm bánh dân gian: bánh lá mít/ bánh kẹp cuốn/ cốm nổ qua sự hiện dẫn tận tình của các nghệ nhân chất phác. Ngoài thưởng thức những món bánh từ chính tay mình làm ra, du khách còn được dùng thử món bánh xèo miền Tây đặc sắc.  Quay trở về TP.Cần Thơ, đoàn tiếp tục tham quan:   - Đền Thờ Vua Hùng - công trình kiến trúc được xây dựng theo hình tượng trống đồng cách điệu, là hình ảnh trống đồng Ngọc Lũ, 18 cánh cung xung quanh tượng trưng cho 18 đời vua Hùng, bao quanh đền thờ chính còn có 54 khối cột hình trụ, tượng trưng cho 54 dân tộc anh em. Gian chính của đền thờ là nơi để thờ Quốc tổ Hùng Vương, Tổ phụ Lạc Long Quân, Tổ mẫu Âu Cơ, Lạc Hầu, Lạc Tướng. (Lưu ý: khách vào tham quan hoặc dâng hương tại Đền thờ trang phục phải kín đáo, lịch sự, phù hợp với nơi thờ tự trang nghiêm, THỨ HAI hàng tuần đền thờ đóng cửa để bảo trì.)  Sau khi dùng bữa tối tại TP. Cần Thơ, Quý khách tự do dạo phố đêm khám phá “Tây Đô” lung linh sắc màu: ngắm cảnh cầu Cần Thơ về đêm; Check-in cầu Tình Yêu - thiết kế uốn lượn hình chữ S cùng hai đài sen và hệ thống đèn led rực rỡ sắc màu; Chụp ảnh tại Chùa Ông cổ kính; Khám phá chợ đêm Ninh Kiều và Con Đường Bích Họa Cần Thơ Xưa Và Nay - tái hiện nét đẹp văn hóa của người dân Cần Thơ nói riêng, vùng Đồng bằng sông Cửu Long nói chung.  Nghỉ đêm tại Cần Thơ.  Ngày 2 - CẦN THƠ - CHỢ NỔI CÁI RĂNG - BẠC LIÊU - CÀ MAU (Ăn sáng, trưa, tối) Đoàn trả phòng và khởi hành ra Bến Ninh Kiều, xuống thuyền du ngoạn trên sông Cần Thơ, nghe giới thiệu về Chợ thủy sản nước ngọt Cần Thơ; trải nghiệm Chợ nổi Cái Răng - một hình thức họp chợ đặc trưng tại các ngã sông của vùng đồng bằng sông Cửu Long, chợ nổi quy tụ hàng trăm ghe xuồng, tạo thành nơi mua bán, giao thương các loại trái cây, đặc sản sầm uất trên sông nước. Chợ Nổi Cái Răng đã được công nhận Di Sản Văn Hóa Phi Vật Thể Quốc Gia. Khởi hành đi Bạc Liệu đoàn tham quan: - Nhà công tử Bạc Liêu: do kỹ sư người Pháp thiết kế vào năm 1919, đây được xem là ngôi biệt thự bề thế nhất ở Nam kỳ lục tỉnh lúc bấy giờ. Đoàn nghe kể về giai thoại vàng son một thời của cậu Ba Huy - Người được mệnh danh là “Công tử Bạc Liêu”.   Sau khi ăn trưa, đoàn khởi hành đi Cà Mau. Trên đường đi, Đoàn dừng chân tham quan Nhà thờ Tắc Sậy - Nơi an nghỉ của Linh mục Trương Bửu Diệp được nhiều người biết đến với lòng sùng mộ, nơi đây gắn liền với những câu chuyện cảm động về cuộc đời của cha Trương Bửu Diệp.  Đến Cà Mau, đoàn tham quan Lâm Viên 19/05 với vườn chim trong thành phố và khu tưởng niệm Chủ Tịch Hồ Chí Minh.  Nghỉ đêm ở Cà Mau. Ngày 3 - CÀ MAU - ĐẤT MŨI - BẠC LIÊU - CÁNH ĐỒNG ĐIỆN GIÓ (Ăn sáng, trưa, tối) Đoàn trả phòng và khởi hành đến Đất Mũi, di chuyển bằng cano len lỏi trong rừng đước, khám phá khu rừng ngập mặn lớn thứ hai thế giới với hệ sinh thái đa dạng, mang vẻ đẹp hoang dại cùng bầu không khí trong lành. Tại Đất Mũi, đoàn tham quan chinh phục Cột cờ Đất Mũi - Mô phỏng theo kiến trúc Cột cờ Hà Nội, khẳng định chủ quyền lãnh thổ dân tộc, gắn bó Bắc Nam một nhà. Từ trên kỳ đài cao hơn 41 m, du khách có thể thưởng ngoạn bãi bồi đất mũi, vẻ đẹp hùng vĩ của rừng đước bạt ngàn và biển đông mênh mông.   Quý khách dùng bữa trưa tại khu du lịch cộng đồng Hoàng Hôn với những món ăn đặc sản địa phương như cá thòi lòi, vọp... Tại đây, Quý khách được trải nghiệm mặc áo bà ba, nón tai bèo và khăn rằn, trải nghiệm các hoạt động như chèo xuồng ba lá, câu cá trên vuông, đi cầu khỉ...  Đoàn khởi hành đi Bạc Liêu, tham quan: - Chùa Xiêm Cán: với sắc vàng lộng lẫy cùng thiết kế nhiều hoa văn tỉ mỉ mang đậm dấu ấn Khmer Nam Bộ. Ngoài ra Quý khách còn được nghe thuyết pháp giới thiệu về phật giáo Nam Tông và nét đẹp văn hóa kiến trúc Khmer.  - Cánh Đồng Điện Gió: chiêm ngưỡng vẻ đẹp những tua-bin gió khổng lồ cao hơn 80 m sừng sững trên nền trời xanh với ý nghĩa tạo một nguồn năng lượng sạch vô tận trên mặt biển, giảm thiểu tác động gây hiệu ứng nhà kính…  Nghỉ đêm ở Bạc Liêu. Ngày 4 - BẠC LIÊU - SÓC TRĂNG - TP. HỒ CHÍ MINH (Ăn sáng, trưa) Sau bữa sáng, Quý khách tham quan: - Quảng Trường Hùng Vương: hình ảnh cây đàn kìm cách điệu (cao 18,6 m) nhạc cụ không thể thiếu trong đờn ca tài tử cải lương, biểu tượng văn hóa của tỉnh Bạc Liêu.  - Khu lưu niệm nghệ thuật Đờn Ca Tài Tử Nam Bộ và cố nhạc sĩ Cao Văn Lầu: một công trình khái quát về thân thế, sự nghiệp của cố nhạc sĩ Cao Văn lầu, ghi nhận công lao và tôn vinh những đóng góp to lớn của ông cho nghệ thuật Đờn ca tài tử Nam bộ và là người sản sinh ra bản Dạ cổ Hoài lang bất hủ.   Đoàn khởi hành đi Sóc Trăng, tham quan hai ngôi chùa nổi tiếng:  - Chùa Sà Lôn: còn được gọi là ""chùa Chén Kiểu"" do thể hiện được nét văn hóa độc đáo của người Khmer cùng cách thiết kế sáng tạo từ hàng vạn mảnh chén được ốp trên các công trình kiến trúc của chùa. - Chùa Wat Pătum Wôngsa Som Rông: một quần thể kiến trúc Phật giáo rộng lớn, gồm nhiều công trình như chánh điện, ngôi bảo tháp “vạn người mê” đẹp tựa chùa Arun tại Thái Lan. Đặc biệt, tượng Phật Thích Ca nhập niết bàn uy nghiêm với kích thước chiều dài  63 mét… Đoàn quay về TP. Hồ Chí Minh, kết thúc chương trình tại điểm đón ban đầu.   Điều kiện nhận khách:  - Đảm bảo nguyên tắc 5K, khử khuẩn, tuân thủ ngồi giãn cách trên xe và đeo khẩu trang suốt quá trình di chuyển.  - Khách tham gia tour phải có thẻ xanh covid (khách đã tiêm vaccines ngừa covid đủ liều, thời gian hoàn tất mũi 2 trước 14 ngày và không quá 12 tháng), khách là F0 đã khỏi bệnh trong vòng 06 tháng tính đến thời điểm về địa phương (có giấy ra viện/giấy xác nhận khỏi bệnh của Sở Y Tế).  - Trẻ em (đi cùng ba mẹ) phải xét nghiệm covid và có giấy xác nhận âm tính của cơ sở Y tế trước ngày khởi hành 24h (chi phí xét nghiệm tự túc).  Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
"Miền Tây - Mỹ Tho - Bến Tre - Cần Thơ (Khách sạn 4 sao)","9"," NDSGN831-016-280522XE-D","1,790,000","tfd_211015110006_292803.jpg","tfd_211015110412_204870.jpg","dc_220223_CHO%20NOI%20CAI%20RANG%20(4).jpg","Ngày 1 - TP.HCM - MỸ THO - CỒN THỚI SƠN - BẾN TRE - CẦN THƠ Số bữa ăn: 3 bữa (sáng, trưa, chiều) Quý khách tập trung tại Vietravel (190 Pasteur, Phường Võ Thị Sáu, Quận 3, Tp.HCM). Đoàn khởi hành đi Mỹ Tho, trên đường ghé Nhà Hàng ăn sáng. Đến bến tàu 30/4, Quý khách di chuyển xuống tàu du ngoạn trên sông Mekong, chiêm ngưỡng Cầu Rạch Miễu: cầu dây văng đầu tiên do kỹ sư Việt Nam thiết kế và xây dựng, nghe giới thiệu các cù lao Long - Lân - Quy - Phụng. Ngắm nhìn cảng cá Mỹ Tho, làng nuôi cá bè dọc sông Tiền, thưởng thức nước dừa tươi trên tàu. Đến cù lao Thới Sơn, tản bộ trên đường làng, tham quan vườn cây ăn trái, thưởng thức các loại trái cây theo mùa và nghe đàn ca tài tử Nam Bộ; Đi xuồng chèo len lỏi trong rạch nhỏ ngắm nhìn phong cảnh bình dị vùng sông nước, đến tham quan trại nuôi ong mật, thưởng thức trà mật ong, rượu chuối hột… Tiếp tục, xuôi dòng sông Tiền đến Tân Thạch (Bến Tre) tham quan lò kẹo dừa đặc sản Bến Tre, làng nghề thủ công mỹ nghệ truyền thống. Dùng đò máy khám phá con Rạch (Tân Thạch) tìm hiểu cuộc sống thường nhật của người dân miền quê. Sau khi ăn trưa, đoàn nằm võng nghỉ ngơi hoặc tham quan trại nuôi sấu và đi xe đạp (miễn phí) tham quan vườn cây trái, vườn Dừa. Trở về đất liền, Quý khách khởi hành đi Cần Thơ, thưởng lãm và chụp ảnh Cầu Mỹ Thuận. Đến Cần Thơ, đoàn nhận phòng khách sạn nghỉ ngơi. Sau khi ăn tối, Quý khách tự do tản bộ ra bến Ninh Kiều (chi phí tự túc), thưởng thức ly cà phê trong ngọn gió sông Hậu mát lạnh, hay dạo bước trên chiếc cầu đi bộ Ninh Kiều - cầu uốn lượn hình chữ S, được bắc qua rạch Khai Luông nối bến Ninh Kiều và cồn Cái Khế, trên cầu còn có hai đài sen và hệ thống đèn led màu được điều khiển theo những kịch bản khác nhau tạo nên vẻ đẹp sinh động và hiện đại. Nghỉ đêm tại Cần Thơ. Ngày 2 - CẦN THƠ - TP.HCM Số bữa ăn: 2 bữa (sáng, trưa) Trả phòng và ăn sáng buffet tại khách sạn. Xe đưa Quý khách tham quan Bến Ninh Kiều, xuống thuyền du ngoạn trên sông Cần Thơ, ngắm cầu Quang Trung, đến chợ nổi Cái Răng - một hình thức họp chợ đặc trưng cùa vùng Đồng Bằng Sông Cửu Long, Quý khách tự do thưởng thức và chọn mua đặc sản Miền Tây (chi phí tự túc).  Thuyền đưa Quý khách vào tham quan Khu du lịch Mỹ Khánh - điểm du lịch sinh thái hấp dẫn với các trò chơi dân gian vui nhộn, tham quan Nhà Cổ. Ăn trưa tại Mỹ Khánh. Đoàn tiếp tục đoàn tham quan Thiền Viện Phương Nam - là ngôi chùa rộng nhất khu vực Đồng bằng sông Cửu Long, được xây dựng với kiến trúc truyền thống, thanh tao, Quý khách sẽ ấn tượng với nội thất bằng gỗ lim và các loại gỗ quý được mang về từ Nam Phi, đặc biệt là bộ tượng phật được làm từ gỗ hai cây tùng quý hiếm với đường kính hơn 2m chiều ngang. Khởi hành về Tp.HCM, đến nơi đưa đoàn về điểm đón ban đầu, kết thúc chương trình du lịch.   Điều kiện nhận khách:  - Đảm bảo nguyên tắc 5K, khử khuẩn. - Vận chuyển không quá 50% số ghế, không quá 20 khách/1 xe (bao gồm cả tài xế), tuân thủ ngồi giãn cách trên xe và đeo khẩu trang suốt quá trình di chuyển. - 01 ngày tham quan nhận tối đa 60 khách. - Khách tham gia tour phải có thẻ xanh covid (khách đã tiêm vaccines ngừa covid đủ liều, thời gian hoàn tất mũi 2 trước 14 ngày và không quá 12 tháng), khách là FO đã khỏi bệnh trong vòng 06 tháng tính đến thời điểm về địa phương (có giấy ra viện/giấy xác nhận khỏi bệnh của Sở Y Tế). - Trẻ em (đi cùng ba mẹ) phải xét nghiệm covid và có giấy xác nhận âm tính của cơ sở Y tế trước ngày khởi hành 24h (chi phí xét nghiệm tự túc).  Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
"Miền Tây - Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi (khách sạn tương đương 4*,5*)","9"," NDSGN846-040-020622XE-D","3,990,000","","","",""
"Miền Tây - Mỹ Tho - Bến Tre - Cần Thơ (Khách sạn 4 sao)","9"," NDSGN831-026-040622XE-D","1,990,000","","","",""
"Miền Tây: Chợ Nổi Cái Răng - Một Ngày Trải Nghiệm Cồn Sơn","6"," NDCTH805-008-210522XE-H","790,000","","","",""
"Miền Tây: Chợ Nổi Cái Răng - Thiền Viện Trúc Lâm - Mỹ Khánh","6"," NDCTH804-008-220522XE-H","590,000","","","",""
